percent,training_samples_after,training_samples_before,f1_macro_mean,f1_macro_std,f1_macro_UT2,f1_macro_UT3,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_UT2,balanced_accuracy_UT3,Sampler
0.1,8698,4783,0.9974513868088912,0.0023884250113655257,0.8890945549899738,0.7426675977653632,0.9964367816091955,0.0045165247596295425,0.8754762729476966,0.7447177000346381,"SMOTE(k_neighbors=7, random_state=21)"
0.25,8698,5436,0.9985650150661005,0.0015687014431012998,0.8742605794023964,0.7234262125902993,0.9987356273243753,0.0010534757511493785,0.8564253550398337,0.7215102182196051,"SMOTE(k_neighbors=7, random_state=21)"
0.5,8698,6523,0.9994823936044209,0.0006903349798300547,0.8706948640483384,0.7216142270861833,0.9994251550864384,0.0008903410384283869,0.8517492206442674,0.7180464149636301,"SMOTE(k_neighbors=7, random_state=21)"
1.0,8698,8698,0.9997700488076525,0.00028163156286627525,0.8849992323046215,0.7297533671506035,0.9997701149425288,0.00028155054514748324,0.870280568063734,0.7324211984759266,"SMOTE(k_neighbors=7, random_state=21)"
0.005,8698,4370,0.9856568474604085,0.02868630507918275,0.8351863963374755,0.551738158162228,0.975,0.049999999999999996,0.825424315898857,0.6181156910287495,"SMOTE(k_neighbors=9, random_state=21)"
0.01,8698,4392,0.946096992825162,0.06276956407516213,0.8485207100591716,0.6768655447900731,0.913888888888889,0.09395296958493202,0.8226532732940769,0.6707655005195705,"SMOTE(k_neighbors=9, random_state=21)"
0.03,8698,4479,0.9900481223085565,0.008882637637160923,0.8580838323353294,0.696068376068376,0.9882316534040673,0.01521817135214806,0.8358157256667822,0.6920678905438171,"SMOTE(k_neighbors=9, random_state=21)"
0.05,8698,4566,0.9914921927512299,0.0029299951523285074,0.8671792552389568,0.710928118030537,0.9881950620884062,0.006998856169005592,0.8474194665742986,0.7081745756841011,"SMOTE(k_neighbors=9, random_state=21)"
0.1,8698,4783,0.9955843897068238,0.005829684028645578,0.8801343716597954,0.736823975198071,0.9950574712643678,0.00487117703457866,0.8640457222029789,0.7353654312435054,"SMOTE(k_neighbors=9, random_state=21)"
0.25,8698,5436,0.9991378882288426,0.000703918762642187,0.8725401150469271,0.7151975159565293,0.9993092854494412,0.0008466701643877483,0.85417388292345,0.7140630412192588,"SMOTE(k_neighbors=9, random_state=21)"
0.5,8698,6523,0.9998274869475038,0.00034502610499238524,0.862228870605834,0.7082201086956522,0.9997701149425288,0.00045977011494251484,0.8404918600623484,0.7024593003117423,"SMOTE(k_neighbors=9, random_state=21)"
1.0,8698,8698,0.9995400970832715,0.00043011148935206473,0.8849992323046215,0.7297533671506035,0.9995399653452905,0.0004301463791332315,0.870280568063734,0.7324211984759266,"SMOTE(k_neighbors=9, random_state=21)"
0.005,8698,4370,0.960541904931673,0.051239540869891374,0.7801571406562934,0.5436821776715101,0.9349999999999999,0.08306623862918074,0.7528576376861794,0.5703152060962937,"BorderlineSMOTE(k_neighbors=3, random_state=21)"
0.01,8698,4392,0.9737198267026604,0.0264394249027088,0.8091625328275459,0.6245365689248399,0.9527777777777778,0.04614791034954486,0.7734672670592311,0.6141323172843782,"BorderlineSMOTE(k_neighbors=3, random_state=21)"
0.03,8698,4479,0.9940192580991412,0.004885120183145077,0.8324813787060026,0.6742951907131012,0.9921927497789568,0.00932962469735087,0.8013508832698302,0.6598545202632491,"BorderlineSMOTE(k_neighbors=3, random_state=21)"
0.05,8698,4566,0.9951714255453078,0.00448197674961976,0.8384819064430715,0.6776084407971864,0.9930138892605775,0.005707043088072046,0.8098372012469692,0.6666089366124004,"BorderlineSMOTE(k_neighbors=3, random_state=21)"
0.1,8698,4783,0.9968485968938289,0.0034451943885186014,0.9045825486503453,0.7520114428750223,0.9973560572993134,0.003032763209869553,0.8947003810183581,0.7597852441981295,"BorderlineSMOTE(k_neighbors=3, random_state=21)"
0.25,8698,5436,0.9979783230590679,0.002684582766691503,0.8785103785103785,0.7124583844401612,0.997465967477091,0.003725651373446218,0.8621406304121926,0.7157949428472463,"BorderlineSMOTE(k_neighbors=3, random_state=21)"
0.5,8698,6523,0.9993102779331489,0.0003448612468489596,0.8625954198473282,0.7041224560793181,0.9993102125577028,0.0004300402909978286,0.8441288534811222,0.7054035330793211,"BorderlineSMOTE(k_neighbors=3, random_state=21)"
1.0,8698,8698,0.9995401635980594,0.0004300932976821026,0.8849992323046215,0.7297533671506035,0.999540097615174,0.0004301109922113392,0.870280568063734,0.7324211984759266,"BorderlineSMOTE(k_neighbors=3, random_state=21)"
0.005,8698,4370,0.9713136949208172,0.035133405024903565,0.8036558462023322,0.5522501906941266,0.95,0.06123724356957945,0.7842050571527537,0.5933494977485279,BorderlineSMOTE(random_state=21)
0.01,8698,4392,0.9747212272628845,0.02364589462158307,0.8121546961325967,0.626890756302521,0.9541666666666666,0.04203540541783767,0.7762383096640111,0.6155178385867683,BorderlineSMOTE(random_state=21)
0.03,8698,4479,0.990048188367503,0.008882636600214539,0.8439289384818676,0.6920265780730896,0.9882316534040673,0.01521817135214806,0.8158988569449255,0.6789054381711119,BorderlineSMOTE(random_state=21)
0.05,8698,4566,0.9975591615577079,0.002989708706679445,0.8505747126436781,0.6889153754469607,0.995401691331924,0.00563237497029904,0.8266366470384483,0.6835815725666783,BorderlineSMOTE(random_state=21)
0.1,8698,4783,0.9968355931030282,0.002827368081736583,0.9117693648027879,0.7362030905077263,0.9973561895691969,0.0030106905419758434,0.9035330793210945,0.7516453065465881,BorderlineSMOTE(random_state=21)
0.25,8698,5436,0.9988484509872222,0.000575778811658629,0.877454711523824,0.7144351464435147,0.998504682888759,0.0010029077076017545,0.8605819189470039,0.7163145133356426,BorderlineSMOTE(random_state=21)
0.5,8698,6523,0.9993098805519247,0.0006457690600496363,0.8660645951324047,0.6998946998946999,0.9991952700289671,0.000860115812737825,0.8484586075510911,0.7038448216141323,BorderlineSMOTE(random_state=21)
1.0,8698,8698,0.9996551060888301,0.0002816047251990426,0.8849992323046215,0.7297533671506035,0.9996550401439096,0.00028165864658067735,0.870280568063734,0.7324211984759266,BorderlineSMOTE(random_state=21)
0.005,8698,4370,0.9713136949208172,0.035133405024903565,0.8185721100333916,0.5703290359822974,0.95,0.06123724356957946,0.8023900242466229,0.6132663664703846,"BorderlineSMOTE(k_neighbors=7, random_state=21)"
0.01,8698,4392,0.9652591591083743,0.05582993721534179,0.8035843329960977,0.6147925033467202,0.9444444444444444,0.08606629658238703,0.7646345687564946,0.6013162452372705,"BorderlineSMOTE(k_neighbors=7, random_state=21)"
0.03,8698,4479,0.9919226701041719,0.007660459046935907,0.8332607749238137,0.6826151073242668,0.9883465959328028,0.015299892737476735,0.8010045029442328,0.6645306546588154,"BorderlineSMOTE(k_neighbors=7, random_state=21)"
0.05,8698,4566,0.9962973735152424,0.004971651486327809,0.8472408151123011,0.6871082500423513,0.993076109936575,0.009276463183695075,0.8221337028056807,0.6801177693107032,"BorderlineSMOTE(k_neighbors=7, random_state=21)"
0.1,8698,4783,0.9974442187632174,0.00313046636446037,0.9072002520876005,0.7425670775924583,0.9964099185186758,0.004706140820946082,0.8979909941115345,0.7540699688257707,"BorderlineSMOTE(k_neighbors=7, random_state=21)"
0.25,8698,5436,0.9991338413383712,0.0011552966461171835,0.877054169202678,0.7142857142857143,0.9986175115207374,0.001843317972350217,0.8600623484586076,0.715968133010045,"BorderlineSMOTE(k_neighbors=7, random_state=21)"
0.5,8698,6523,0.9996547746908846,0.0006904506182310755,0.8674625038261402,0.7024373136945468,0.9995402298850575,0.0009195402298850297,0.8500173190162799,0.7060962937305162,"BorderlineSMOTE(k_neighbors=7, random_state=21)"
1.0,8698,8698,0.9998849912222312,0.00023001755553773152,0.8849992323046215,0.7297533671506035,0.9998849252013808,0.00023014959723819395,0.870280568063734,0.7324211984759266,"BorderlineSMOTE(k_neighbors=7, random_state=21)"
0.005,8698,4370,0.9888313845760655,0.02233723084786918,0.8297526041666666,0.5680143397729536,0.9800000000000001,0.03999999999999999,0.8188430897125043,0.6243505368895046,"BorderlineSMOTE(k_neighbors=9, random_state=21)"
0.01,8698,4392,0.9729355129771703,0.026586962549781462,0.831260061466413,0.6580406654343808,0.951388888888889,0.046481112585226414,0.8003117422930377,0.6475580187045376,"BorderlineSMOTE(k_neighbors=9, random_state=21)"
0.03,8698,4479,0.9901334442734993,0.008857576414218077,0.836051252184042,0.6845482968570018,0.9919627324516019,0.009611003397849703,0.804987876688604,0.6679944579147904,"BorderlineSMOTE(k_neighbors=9, random_state=21)"
0.05,8698,4566,0.9939374506442491,0.003776532083022204,0.8497687602566015,0.686765457332652,0.9928462248791039,0.005384930061087845,0.8255975060616557,0.6815032906130931,"BorderlineSMOTE(k_neighbors=9, random_state=21)"
0.1,8698,4783,0.9968225579877039,0.00284208484970625,0.9121750158528852,0.7318425429680281,0.9952873563218392,0.004337462589451312,0.9040526498094907,0.7487010737790094,"BorderlineSMOTE(k_neighbors=9, random_state=21)"
0.25,8698,5436,0.9985660768908463,0.0015686981824947512,0.877454711523824,0.7106137436614792,0.9987374766813655,0.0013772690588984362,0.8605819189470039,0.7133702805680637,"BorderlineSMOTE(k_neighbors=9, random_state=21)"
0.5,8698,6523,0.9996551060131622,0.0004224073481688005,0.8716372021521906,0.7020335985853228,0.999655172413793,0.00045977011494251484,0.8553862140630413,0.7081745756841011,"BorderlineSMOTE(k_neighbors=9, random_state=21)"
1.0,8698,8698,0.9997700486555307,0.00028163174926613114,0.8849992323046215,0.7297533671506035,0.9997699826726454,0.0002817126196382082,0.870280568063734,0.7324211984759266,"BorderlineSMOTE(k_neighbors=9, random_state=21)"
0.005,4370,4370,0.9044174071290071,0.1236802117940511,0.7742682321812469,0.38764411572764845,0.8699999999999999,0.14611639196202458,0.7635954277797021,0.5124696917215102,EditedNearestNeighbours()
0.01,4392,4392,0.973103580317825,0.03920793232758316,0.8347194919098745,0.5808471454880295,0.9541666666666666,0.06508541396588882,0.8107031520609629,0.6058191894700381,EditedNearestNeighbours()
0.03,4479,4479,0.9876554363461209,0.010079294019316697,0.8420425785320828,0.6550233442849732,0.976923076923077,0.018842228790639817,0.8162452372705231,0.6544856252164877,EditedNearestNeighbours()
0.05,4566,4566,0.9926509519155626,0.002427018243161847,0.8512850987966127,0.6843627701208099,0.9862050739957716,0.004467346006155471,0.8266366470384482,0.6787322480083131,EditedNearestNeighbours()
0.1,4780,4783,0.9968092192923234,0.002020104385266509,0.8704318936877077,0.7143348229632176,0.9942395081529003,0.003634900197930265,0.85140284031867,0.7121579494284724,EditedNearestNeighbours()
0.25,5433,5436,0.9982727350522328,0.0016778288701794224,0.8658554904611687,0.7096222867885832,0.9979289108669358,0.001842660896703892,0.8453411846207135,0.7057499134049185,EditedNearestNeighbours()
0.5,6520,6523,0.9996549078360613,0.0004226498708474275,0.8783907345321549,0.713961209156037,0.999655172413793,0.00045977011494251484,0.8617942500865952,0.7164877034984414,EditedNearestNeighbours()
1.0,8695,8698,0.9997700486555307,0.00028163174926613114,0.8663760709454381,0.7229935658652218,0.9997699826726454,0.00028171261963820814,0.8460339452719086,0.71666089366124,EditedNearestNeighbours()
0.005,4370,4370,0.9127506084961764,0.0565021882006948,0.7742682321812469,0.38764411572764845,0.86,0.0845576726264388,0.7635954277797021,0.5124696917215102,EditedNearestNeighbours(n_neighbors=5)
0.01,4392,4392,0.9670447414279246,0.03037953232357065,0.8347194919098745,0.5808471454880295,0.9416666666666667,0.05299662230094143,0.8107031520609629,0.6058191894700381,EditedNearestNeighbours(n_neighbors=5)
0.03,4479,4479,0.9836189912109157,0.005135678544092634,0.8420425785320828,0.6550233442849732,0.9692307692307693,0.009421114395319936,0.8162452372705231,0.6544856252164877,EditedNearestNeighbours(n_neighbors=5)
0.05,4566,4566,0.9925686016880263,0.007214224422090849,0.8512850987966127,0.6843627701208099,0.9862050739957716,0.013317141349651866,0.8266366470384482,0.6787322480083131,EditedNearestNeighbours(n_neighbors=5)
0.1,4779,4783,0.9955312768368968,0.0025575637583699056,0.8699064292182312,0.7125171939477304,0.9929617749264903,0.004304372671921141,0.8507100796674749,0.7104260478004849,EditedNearestNeighbours(n_neighbors=5)
0.25,5433,5436,0.998845456202277,0.0010806478244015677,0.8658554904611687,0.7096222867885832,0.9981566820276498,0.0017242660768543377,0.8453411846207135,0.7057499134049185,EditedNearestNeighbours(n_neighbors=5)
0.5,6518,6523,0.999482195579442,0.0006904338497289921,0.8802322028719829,0.7203212290502793,0.999425287356322,0.000890340999128115,0.8642189123657776,0.7225493591963976,EditedNearestNeighbours(n_neighbors=5)
1.0,8690,8698,0.9997699826726454,0.0004600346547094514,0.858121185052851,0.7278155581356776,0.9997701149425288,0.00045977011494251484,0.8349497748527883,0.7157949428472463,EditedNearestNeighbours(n_neighbors=5)
0.005,4370,4370,0.9091792459457295,0.0873600796824206,0.7742682321812469,0.38764411572764845,0.865,0.12409673645990858,0.7635954277797021,0.5124696917215102,EditedNearestNeighbours(n_neighbors=7)
0.01,4392,4392,0.9688305216208566,0.02821715070408967,0.8347194919098745,0.5808471454880295,0.9444444444444444,0.04969039949999535,0.8107031520609629,0.6058191894700381,EditedNearestNeighbours(n_neighbors=7)
0.03,4479,4479,0.9855541782830443,0.010715250576817848,0.8420425785320828,0.6550233442849732,0.9730769230769232,0.019611613513818415,0.8162452372705231,0.6544856252164877,EditedNearestNeighbours(n_neighbors=7)
0.05,4566,4566,0.9913321288216576,0.0064214323799235504,0.8512850987966127,0.6843627701208099,0.9838794926004228,0.011818541107292775,0.8266366470384482,0.6787322480083131,EditedNearestNeighbours(n_neighbors=7)
0.1,4778,4783,0.996166791388708,0.0031501157554721737,0.8689883913764511,0.7118818681318682,0.9941244333542812,0.006193808459405362,0.8494977485278836,0.7093869068236924,EditedNearestNeighbours(n_neighbors=7)
0.25,5430,5436,0.9988504350986617,0.0010739975831836,0.8635205992509364,0.7107409925220938,0.9988504375832274,0.0012052225394848025,0.842223761690336,0.7052303429165223,EditedNearestNeighbours(n_neighbors=7)
0.5,6516,6523,0.9994826590196123,0.00042240729662197196,0.8778556198598843,0.7250389340716387,0.999425287356322,0.0005140386155171775,0.8611014894354001,0.7248008313127814,EditedNearestNeighbours(n_neighbors=7)
1.0,8687,8698,0.9997700488076525,0.00028163156286627525,0.8704318936877077,0.7211489143443324,0.9997701149425288,0.00028155054514748324,0.85140284031867,0.7175268444752338,EditedNearestNeighbours(n_neighbors=7)
0.005,4370,4370,0.8884869528883502,0.07049968175482285,0.7742682321812469,0.38764411572764845,0.8300000000000001,0.10295630140987,0.7635954277797021,0.5124696917215102,EditedNearestNeighbours(n_neighbors=9)
0.01,4392,4392,0.9611050161400886,0.025933340623785366,0.8347194919098745,0.5808471454880295,0.9305555555555556,0.04479032082388084,0.8107031520609629,0.6058191894700381,EditedNearestNeighbours(n_neighbors=9)
0.03,4479,4479,0.981360870326942,0.010230888114549917,0.8420425785320828,0.6550233442849732,0.9653846153846153,0.018842228790639834,0.8162452372705231,0.6544856252164877,EditedNearestNeighbours(n_neighbors=9)
0.05,4566,4566,0.9950914099324295,0.0024548537724244503,0.8512850987966127,0.6843627701208099,0.9907505285412264,0.004625868179078454,0.8266366470384482,0.6787322480083131,EditedNearestNeighbours(n_neighbors=9)
0.1,4778,4783,0.9941994024608137,0.007193229314538894,0.8689883913764511,0.7118818681318682,0.9906627920818941,0.010876171270431664,0.8494977485278836,0.7093869068236924,EditedNearestNeighbours(n_neighbors=9)
0.25,5430,5436,0.9988496449298608,0.0016755518440780379,0.8635205992509364,0.7107409925220938,0.9985067967855162,0.002039887440987622,0.842223761690336,0.7052303429165223,EditedNearestNeighbours(n_neighbors=9)
0.5,6513,6523,0.9994825267495978,0.0004225152599718755,0.8812366085093358,0.7132547086780496,0.9995400976151739,0.0004301109922113393,0.8656044336681676,0.7178732248008313,EditedNearestNeighbours(n_neighbors=9)
1.0,8683,8698,0.999655106240952,0.00028160460087292593,0.8632619439868204,0.7271507630387389,0.999655172413793,0.00028155054514748324,0.8418773813647384,0.7182196051264289,EditedNearestNeighbours(n_neighbors=9)
0.005,4370,4370,0.9266969356009775,0.05386559662992,0.7795823665893271,0.4053702901689043,0.8800000000000001,0.07968688725254615,0.7696570834776585,0.5244198129546241,TomekLinks()
0.01,4392,4392,0.9462073583576943,0.04034439884882262,0.8392638036809816,0.5774436090225564,0.9083333333333332,0.06535161308899222,0.8184967093869069,0.6106685140284032,TomekLinks()
0.03,4479,4479,0.9786656606284557,0.020600416819264254,0.8454041085620033,0.6517247417264928,0.9615384615384615,0.03648781915578899,0.8214409421544857,0.6555247661932802,TomekLinks()
0.05,4566,4566,0.9963253187745419,0.003000770939856695,0.8449911084765857,0.6749404964297858,0.993076109936575,0.005654156076243697,0.8188430897125043,0.6688604087287842,TomekLinks()
0.1,4783,4783,0.9974578989574979,0.0031134969328581543,0.8668972777861332,0.7112555593568252,0.9964367816091955,0.004660490789129491,0.8467267059231036,0.7076550051957049,TomekLinks()
0.25,5436,5436,0.9988434421398642,0.0016872531652386816,0.8665063138905592,0.7040220006875215,0.9981566820276498,0.0026870746059195006,0.8462071354347074,0.7017665396605473,TomekLinks()
0.5,6523,6523,0.9993102101279362,0.0008448178732591896,0.8792919273615138,0.7113528689243727,0.9993103448275862,0.0009195402298850297,0.8630065812261863,0.7151021821960513,TomekLinks()
1.0,8698,8698,0.9997700488076525,0.00028163156286627525,0.8849992323046215,0.7297533671506035,0.9997701149425288,0.00028155054514748324,0.870280568063734,0.7324211984759266,TomekLinks()
0.005,8702,4370,0.9856568474604087,0.02868630507918275,0.8251903553299492,0.5501174628034455,0.975,0.049999999999999996,0.8091444405957742,0.6020090058884655,"ADASYN(n_neighbors=3, random_state=21)"
0.01,8695,4392,0.9806610845168844,0.025450766402943147,0.8757649938800489,0.6864497676081516,0.9652777777777779,0.04521894610027698,0.8593695878074126,0.6962244544509872,"ADASYN(n_neighbors=3, random_state=21)"
0.03,8693,4479,0.9940205487876245,0.007941595352419518,0.8639878695981804,0.6918107211454514,0.9921926175090732,0.009563782596997814,0.8446484239695186,0.6943193626602009,"ADASYN(n_neighbors=3, random_state=21)"
0.05,8699,4566,0.9963522980164745,0.0029787444884282976,0.8816051462704855,0.718272775144813,0.9952867488031882,0.005542509584409251,0.8661240041565639,0.7220297887080014,"ADASYN(n_neighbors=3, random_state=21)"
0.1,8697,4783,0.9961934928335683,0.0023798198579136655,0.920939147101102,0.7608217168011738,0.99517228152322,0.004217043733592385,0.9142708694146173,0.7741600277104261,"ADASYN(n_neighbors=3, random_state=21)"
0.25,8696,5436,0.9988525490288026,0.0010732532304249974,0.8648729896287389,0.6843205574912892,0.9991963245475795,0.001063858054626609,0.844302043643921,0.6861794250086595,"ADASYN(n_neighbors=3, random_state=21)"
0.5,8699,6523,0.998964987744231,0.0008451515287528783,0.8703535811423391,0.7266223811957078,0.9989655172413794,0.000988773019200272,0.8514028403186699,0.7220297887080014,"ADASYN(n_neighbors=3, random_state=21)"
1.0,8698,8698,,,0.8849992323046215,0.7297533671506035,,,0.870280568063734,0.7324211984759266,"ADASYN(n_neighbors=3, random_state=21)"
0.005,8703,4370,0.9888313845760655,0.02233723084786918,0.8416005291005291,0.5548679867986799,0.9800000000000001,0.03999999999999999,0.8340838240387947,0.6262556286802909,ADASYN(random_state=21)
0.01,8694,4392,0.9813962466304028,0.015257241351871577,0.8552729436263573,0.6839945280437757,0.9652777777777779,0.02846375212766556,0.8314859715968133,0.6799445791479044,ADASYN(random_state=21)
0.03,8688,4479,0.9939408926717747,0.008176001331883585,0.8434017595307918,0.6966292134831461,0.9921927497789568,0.015328760258946575,0.8150329061309318,0.6820228611014895,ADASYN(random_state=21)
0.05,8697,4566,0.9914445193856342,0.009127997163186638,0.8606224627875507,0.700171526586621,0.9882479162110277,0.010552681950740163,0.839452719085556,0.6972635954277797,ADASYN(random_state=21)
0.1,8698,4783,0.9974711320979326,0.0030972180005447163,0.9139285141849656,0.7198186283771019,0.9974711320979326,0.0030972180005447163,0.9069968825770696,0.7431589885694493,ADASYN(random_state=21)
0.25,8700,5436,0.9982728134161286,0.0010770302515974014,0.8671181339352897,0.7125021378484693,0.9979310247636931,0.0016471753326560705,0.847073086248701,0.7088673363352962,ADASYN(random_state=21)
0.5,8699,6523,0.9991372356853866,0.0005460582127607043,0.8621365074581889,0.7037418468932373,0.999080459770115,0.0007795781589798924,0.841531001039141,0.7010737790093522,ADASYN(random_state=21)
1.0,8698,8698,,,0.8849992323046215,0.7297533671506035,,,0.870280568063734,0.7324211984759266,ADASYN(random_state=21)
0.005,8703,4370,0.9856568474604085,0.02868630507918275,0.8394124442977389,0.5551674542839532,0.975,0.049999999999999996,0.8314859715968133,0.6250432975406996,"ADASYN(n_neighbors=7, random_state=21)"
0.01,8697,4392,0.9731037780398694,0.039207559328243706,0.8470622970180101,0.6778398510242085,0.9541666666666666,0.06508541396588882,0.8205749913404918,0.670419120193973,"ADASYN(n_neighbors=7, random_state=21)"
0.03,8698,4479,0.9979817774323975,0.0040364451352051575,0.8306533391279154,0.6842705786471067,0.9961538461538462,0.007692307692307665,0.7975406996882577,0.6645306546588154,"ADASYN(n_neighbors=7, random_state=21)"
0.05,8716,4566,0.9963253187745419,0.0030007709398566945,0.8518902891030393,0.6940978077571669,0.993076109936575,0.005654156076243697,0.8269830273640457,0.685833044683062,"ADASYN(n_neighbors=7, random_state=21)"
0.1,8691,4783,0.9961801277269698,0.004696544676815454,0.9255904238110644,0.7456090651558074,0.9961801657310879,0.0049732144027903515,0.9203325251125736,0.7667128507100797,"ADASYN(n_neighbors=7, random_state=21)"
0.25,8698,5436,0.9994242254936111,0.0007051786314012199,0.871616512929079,0.713891761461565,0.9994242279781769,0.0008923926332859183,0.8529615517838587,0.71250432975407,"ADASYN(n_neighbors=7, random_state=21)"
0.5,8697,6523,0.9996549078360613,0.0004226498708474275,0.8654313487241798,0.6897035607788108,0.999655172413793,0.00045977011494251484,0.8465535157603048,0.6936266020090058,"ADASYN(n_neighbors=7, random_state=21)"
1.0,8698,8698,,,0.8849992323046215,0.7297533671506035,,,0.870280568063734,0.7324211984759266,"ADASYN(n_neighbors=7, random_state=21)"
0.005,8695,4370,0.9888313845760655,0.02233723084786918,0.8415857871360422,0.5513268874717137,0.9800000000000001,0.03999999999999999,0.8332178732248008,0.6222722549359196,"ADASYN(n_neighbors=9, random_state=21)"
0.01,8696,4392,0.9806119989638591,0.01589486970225235,0.8451784134473607,0.6700628290032263,0.9638888888888889,0.02959343854536461,0.8181503290613092,0.6634915136820229,"ADASYN(n_neighbors=9, random_state=21)"
0.03,8705,4479,0.9900595186236721,0.008857602374163522,0.8413348946135831,0.6913539428004629,0.9882316534040673,0.009611106094047753,0.8122618635261518,0.6766539660547282,"ADASYN(n_neighbors=9, random_state=21)"
0.05,8698,4566,0.9926755965428373,0.004571796305593807,0.8601377657981432,0.7030158459703527,0.9905206434837549,0.008452260211149061,0.8382403879459647,0.6981295462417735,"ADASYN(n_neighbors=9, random_state=21)"
0.1,8683,4783,0.9962191009527729,0.0036506865461993325,0.9013291634089132,0.7401828940290479,0.9972280139000267,0.002771195920182013,0.8907170072739868,0.7490474541046068,"ADASYN(n_neighbors=9, random_state=21)"
0.25,8684,5436,0.9997126106297053,0.0005747787405894655,0.876565841735411,0.689126559714795,0.9995412844036696,0.0009174311926605226,0.8600623484586076,0.6979563560789748,"ADASYN(n_neighbors=9, random_state=21)"
